Signrt	Part	KeyType	Signup	ProdSubarea	GuideTime	Neighborhood	LowIncome	Minority	ZoneFare	AnnRides	AnnRevHrs	AnnFareRev	AnnOpCost	AnnPassMiles	AnnSeatMiles	AnnTrips	AnnPlatHrs	AnnPlatMile	AnnRevMile	AnnSeats	RidesPerRevHr	FR/OE	PassMilesPerRevHrs	PassMilesPerSeatMile	RidesPerTrip	RevHrsPerPlatHr	RidesPerPlatHr	SeatsPerTrip	PassMilesPerPlatMile	AverageLoad
74	 	EX	2010.3	WEST	OffPeak	Sand Point	Yes	No	One-Zone	48,189	735	$46,045	$191,992	178,781	565,274	1,020	1,500	18,620	9,746	59,160	65.54	24%	243.16	0.32	47.24	0.49	32.12	58.0	9.60	18.34
74	 	EX	2010.3	WEST	Peak	Sand Point	Yes	No	One-Zone	185,516	2,520	$352,350	$508,905	730,320	1,829,967	3,315	3,817	54,315	31,551	192,270	73.61	69%	289.78	0.40	55.96	0.66	48.61	58.0	13.45	23.15
75	 		2010.3	WEST	Night	Northgate	Yes	No	One-Zone	334,420	9,047	$298,470	$1,562,595	1,186,182	6,389,605	7,880	12,843	148,695	127,460	393,435	36.97	19%	131.12	0.19	42.44	0.70	26.04	49.9	7.98	9.31
75	 		2010.3	WEST	OffPeak	Northgate	Yes	No	One-Zone	664,647	13,601	$593,198	$2,258,799	2,184,956	8,129,144	11,131	19,114	215,664	180,977	498,903	48.87	26%	160.65	0.27	59.71	0.71	34.77	44.8	10.13	12.07
75	 		2010.3	WEST	Peak	Northgate	Yes	No	One-Zone	511,670	8,448	$569,950	$1,434,259	1,653,334	5,616,859	6,552	11,585	132,484	104,984	347,640	60.57	40%	195.71	0.29	78.09	0.73	44.17	53.1	12.48	15.75
75	 	TB	2010.3	WEST	Peak	Lake City	Yes	No	One-Zone	171,332	3,081	$182,275	$539,644	496,466	1,839,883	5,844	4,445	55,485	43,127	249,507	55.62	34%	161.16	0.27	29.32	0.69	38.55	42.7	8.95	11.51
75	 	TN	2010.3	WEST	Night	Northgate	Yes	No	One-Zone	39,965	1,402	$39,182	$301,963	141,993	1,095,582	2,353	2,432	31,393	22,876	112,730	28.50	13%	101.24	0.13	16.98	0.58	16.43	47.9	4.52	6.21
76	 		2010.3	WEST	Peak	Wedgwood	No	No	One-Zone	197,298	2,910	$403,265	$662,361	949,789	2,342,158	3,952	4,870	73,707	40,382	229,216	67.79	61%	326.34	0.41	49.92	0.60	40.51	58.0	12.89	23.52
77	 	EX	2010.3	WEST	Peak	North City	No	No	Two-Zone	157,196	3,182	$315,142	$838,367	1,109,326	3,055,449	4,199	5,726	106,852	52,680	243,542	49.40	38%	348.61	0.36	37.44	0.56	27.45	58.0	10.38	21.06
79	 	EX	2010.3	WEST	Peak	Lake City	No	No	One-Zone	53,166	1,527	$116,323	$345,514	268,637	841,020	1,729	2,799	40,829	20,024	72,618	34.81	34%	175.89	0.32	30.75	0.55	18.99	42.0	6.58	13.42
81	 		2010.3	WEST	Night	Ballard	No	No	One-Zone	13,947	625	$13,124	$128,448	60,070	537,592	1,460	1,030	14,904	12,103	64,840	22.33	10%	96.16	0.11	9.55	0.61	13.54	44.4	4.03	4.96
82	 		2010.3	WEST	Night	East Green Lake	No	No	One-Zone	18,353	773	$17,173	$142,234	112,329	636,648	1,460	1,102	15,291	11,972	77,640	23.76	12%	145.39	0.18	12.57	0.70	16.65	53.2	7.35	9.38
83	 		2010.3	WEST	Night	U. District	Yes	Yes	One-Zone	22,025	750	$20,518	$132,691	107,266	571,014	1,460	1,056	14,644	11,647	71,144	29.37	15%	143.02	0.19	15.09	0.71	20.85	48.7	7.32	9.21
84	 		2010.3	WEST	Night	Madison Park	Yes	No	One-Zone	9,188	852	$8,658	$152,392	23,567	572,649	1,460	1,227	13,666	9,873	84,680	10.79	6%	27.67	0.04	6.29	0.69	7.49	58.0	1.72	2.39
85	 		2010.3	WEST	Night	West Seattle	No	No	One-Zone	18,389	870	$17,299	$172,938	130,355	693,622	1,460	1,381	20,261	15,618	64,840	21.14	10%	149.85	0.19	12.60	0.63	13.31	44.4	6.43	8.35
99	 		2010.3	WEST	OffPeak	International Dist.	Yes	Yes	One-Zone	150,979	3,545	$0	$673,984		1,158,673	12,852	6,690	30,147	27,587	539,784	42.59	0%			11.75	0.53	22.57	42.0		
99	 		2010.3	WEST	Peak	International Dist.	Yes	Yes	One-Zone	100,846	2,027	$0	$396,539		665,627	7,395	3,893	19,464	15,848	310,590	49.75	0%			13.64	0.52	25.90	42.0		
101	 		2010.3	SOUTH	Night	Renton CBD	Yes	Yes	Two-Zone	198,043	4,862	$180,100	$1,030,220	1,772,123	5,624,512	6,883	7,336	122,022	100,438	385,448	40.73	17%	364.50	0.32	28.77	0.66	26.99	56.0	14.52	17.64
101	 		2010.3	SOUTH	OffPeak	Renton CBD	Yes	Yes	Two-Zone	499,138	8,479	$453,916	$1,571,507	3,414,733	9,382,372	11,444	11,408	179,416	167,542	640,864	58.87	29%	402.74	0.36	43.62	0.74	43.75	56.0	19.03	20.38
101	 		2010.3	SOUTH	Peak	Renton CBD	Yes	Yes	Two-Zone	427,681	9,861	$742,754	$2,109,300	3,647,556	9,914,500	12,200	15,036	249,355	177,045	683,200	43.37	35%	369.88	0.37	35.06	0.66	28.44	56.0	14.63	20.60
102	 		2010.3	SOUTH	Peak	Fairwood	Yes	Yes	Two-Zone	174,209	4,072	$346,906	$908,796	1,884,416	4,321,006	3,291	6,194	116,256	77,161	184,296	42.78	38%	462.77	0.44	52.93	0.66	28.13	56.0	16.21	24.42
105	 		2010.3	SOUTH	Night	Renton Highlands	Yes	Yes	One-Zone	76,702	2,247	$56,798	$501,403	172,146	1,393,744	7,491	4,308	49,879	34,973	298,590	34.13	11%	76.60	0.12	10.24	0.52	17.80	39.9	3.45	4.92
105	 		2010.3	SOUTH	OffPeak	Renton Highlands	Yes	Yes	One-Zone	181,443	2,882	$134,359	$540,475	449,646	1,679,956	9,522	4,854	46,000	44,542	359,100	62.96	25%	156.02	0.27	19.06	0.59	37.38	37.7	9.77	10.09
105	 		2010.3	SOUTH	Peak	Renton Highlands	Yes	Yes	One-Zone	127,915	2,027	$112,911	$352,948	276,012	1,202,947	6,120	3,120	31,240	28,642	257,040	63.10	32%	136.15	0.23	20.90	0.65	41.00	42.0	8.84	9.64
106	 		2010.3	SOUTH	Night	Renton	Yes	Yes	Two-Zone	260,471	9,237	$232,157	$1,693,696	1,275,906	8,119,091	10,498	13,018	170,978	144,984	587,888	28.20	14%	138.13	0.16	24.81	0.71	20.01	56.0	7.46	8.80
106	 		2010.3	SOUTH	OffPeak	Renton	Yes	Yes	Two-Zone	567,590	13,255	$505,893	$2,157,019	1,899,693	10,637,024	13,330	17,119	201,028	189,947	746,480	42.82	23%	143.32	0.18	42.58	0.77	33.16	56.0	9.45	10.00
106	 		2010.3	SOUTH	Peak	Renton	Yes	Yes	Two-Zone	427,099	9,014	$508,755	$1,658,998	1,750,473	6,694,607	8,415	12,754	167,379	119,547	471,240	47.38	31%	194.19	0.26	50.75	0.71	33.49	56.0	10.46	14.64
107	 		2010.3	SOUTH	Night	Renton	Yes	Yes	Two-Zone	99,540	4,414	$74,765	$759,867	403,777	2,070,480	8,297	6,504	81,583	69,016	248,910	22.55	10%	91.48	0.20	12.00	0.68	15.30	30.0	4.95	5.85
107	 		2010.3	SOUTH	OffPeak	Renton	Yes	Yes	Two-Zone	183,664	5,999	$137,950	$894,613	761,701	2,758,716	11,035	7,671	95,449	91,957	331,050	30.61	15%	126.96	0.28	16.64	0.78	23.94	30.0	7.98	8.28
107	 		2010.3	SOUTH	Peak	Renton	Yes	Yes	Two-Zone	179,927	5,260	$160,549	$807,412	596,303	2,162,954	8,837	7,006	82,594	72,098	265,110	34.21	20%	113.37	0.28	20.36	0.75	25.68	30.0	7.22	8.27
110	 		2010.3	SOUTH	Peak	Renton	Yes	Yes	One-Zone	56,249	2,159	$66,835	$429,588	64,880	882,674	6,048	3,608	49,114	29,422	181,440	26.05	16%	30.05	0.07	9.30	0.60	15.59	30.0	1.32	2.21
111	 		2010.3	SOUTH	Peak	Renton	Yes	Yes	Two-Zone	173,004	5,066	$390,123	$1,418,754	2,173,435	6,043,745	4,016	9,124	188,799	100,486	241,518	34.15	27%	429.02	0.36	43.08	0.56	18.96	60.1	11.51	21.63
113	 		2010.3	SOUTH	Peak	Shorewood	Yes	Yes	Two-Zone	71,198	1,360	$141,761	$414,971	463,641	1,223,546	2,805	3,060	50,079	24,962	131,580	52.35	34%	340.91	0.38	25.38	0.44	23.27	46.9	9.26	18.57
114	 		2010.3	SOUTH	Peak	Renton	No	Yes	Two-Zone	73,911	2,301	$159,670	$637,889	826,684	2,471,620	2,223	4,232	81,305	40,814	134,862	32.12	25%	359.24	0.33	33.25	0.54	17.47	60.7	10.17	20.25
116	 	EX	2010.3	SOUTH	Peak	Fauntleroy	No	No	One-Zone	76,078	2,998	$138,833	$664,257	416,687	1,577,499	4,064	5,555	71,537	38,476	166,608	25.37	21%	138.97	0.26	18.72	0.54	13.70	41.0	5.82	10.83
118	 		2010.3	SOUTH	Night	Vashon	Yes	No	One-Zone	14,671	1,356	$14,116	$292,151	45,014	1,029,823	2,040	2,244	39,477	30,289	69,360	10.82	5%	33.20	0.04	7.19	0.60	6.54	34.0	1.14	1.49
118	 		2010.3	SOUTH	OffPeak	Vashon	Yes	No	One-Zone	12,371	933	$11,903	$216,070	42,318	842,120	1,795	1,667	28,916	24,768	61,030	13.26	6%	45.36	0.05	6.89	0.56	7.42	34.0	1.46	1.71
118	 		2010.3	SOUTH	Peak	Vashon	Yes	No	One-Zone	26,975	808	$40,832	$180,334	77,795	723,251	1,530	1,462	21,272	21,272	52,020	33.41	23%	96.34	0.11	17.63	0.55	18.45	34.0	3.66	3.66
118	 	EX	2010.3	SOUTH	Peak	Vashon	Yes	No	Two-Zone	37,910	1,806	$44,921	$285,589	214,251	925,956	1,020	2,363	31,768	27,234	34,680	20.99	16%	118.62	0.23	37.17	0.76	16.04	34.0	6.74	7.87
118	 	TB	2010.3	SOUTH	OffPeak	Vashon	Yes	No	One-Zone	26,152	1,193	$25,163	$243,423	66,946	991,917	3,476	1,837	34,194	29,174	118,184	21.91	10%	56.09	0.07	7.52	0.65	14.23	34.0	1.96	2.29
118	 	TB	2010.3	SOUTH	Peak	Vashon	Yes	No	One-Zone	28,727	684	$43,484	$172,859	60,370	549,591	2,040	1,360	22,058	16,164	69,360	41.98	25%	88.23	0.11	14.08	0.50	21.12	34.0	2.74	3.73
119	 	EX	2010.3	SOUTH	Peak	Vashon	Yes	No	Two-Zone	21,269	935	$35,646	$153,861	156,646	464,105	510	1,279	16,866	13,650	17,340	22.75	23%	167.54	0.34	41.70	0.73	16.63	34.0	9.29	11.48
119	 	SH	2010.3	SOUTH	Night	Vashon	Yes	No	One-Zone	12,227	1,084	$11,379	$247,401	11,084	870,555	1,785	1,866	34,820	25,605	60,690	11.28	5%	10.23	0.01	6.85	0.58	6.55	34.0	0.32	0.43
119	 	SH	2010.3	SOUTH	Peak	Vashon	Yes	No	One-Zone	36,414	1,296	$53,292	$258,760	22,812	1,156,145	2,550	1,930	37,301	34,004	86,700	28.09	21%	17.60	0.02	14.28	0.67	18.87	34.0	0.61	0.67
120	 		2010.3	SOUTH	Night	Burien	Yes	Yes	Two-Zone	402,051	7,986	$362,047	$1,696,283	2,356,435	8,131,450	11,072	12,565	168,096	139,535	645,236	50.34	21%	295.06	0.29	36.31	0.64	32.00	58.3	14.02	16.89
120	 		2010.3	SOUTH	OffPeak	Burien	Yes	Yes	Two-Zone	1,025,926	16,254	$923,846	$2,987,929	5,448,946	14,803,139	20,360	23,078	271,552	257,550	1,170,208	63.12	31%	335.23	0.37	50.39	0.70	44.45	57.5	20.07	21.16
120	 		2010.3	SOUTH	Peak	Burien	Yes	Yes	Two-Zone	701,901	11,361	$1,004,631	$2,158,763	3,728,902	9,710,258	13,220	16,108	210,596	166,771	769,772	61.78	47%	328.23	0.38	53.09	0.71	43.58	58.2	17.71	22.36
121	 		2010.3	SOUTH	OffPeak	Highline CC	Yes	Yes	Two-Zone	31,204	918	$29,004	$239,824	283,407	1,073,800	1,020	1,543	35,822	20,341	54,060	33.99	12%	308.72	0.26	30.59	0.60	20.23	53.0	7.91	13.93
121	 		2010.3	SOUTH	Peak	Highline CC	Yes	Yes	Two-Zone	151,044	3,863	$290,549	$859,834	1,407,524	4,485,761	3,825	5,725	109,079	75,873	226,185	39.10	34%	364.34	0.31	39.49	0.67	26.38	59.1	12.90	18.55
121	 	TB	2010.3	SOUTH	Peak	Burien	Yes	Yes	Two-Zone	68,699	2,070	$114,202	$427,744	455,558	2,922,591	4,590	2,911	53,400	49,802	269,535	33.19	27%	220.10	0.16	14.97	0.71	23.60	58.7	8.53	9.15
122	 		2010.3	SOUTH	Peak	Highline CC	Yes	Yes	Two-Zone	124,888	3,379	$222,685	$836,583	1,091,833	3,655,736	3,060	5,674	103,099	63,572	175,950	36.96	27%	323.15	0.30	40.81	0.60	22.01	57.5	10.59	17.17
123	 	EX	2010.3	SOUTH	Peak	Burien	Yes	No	Two-Zone	51,658	2,147	$112,935	$425,261	426,448	1,997,792	2,263	3,196	44,113	34,371	131,827	24.07	27%	198.67	0.21	22.83	0.67	16.16	58.3	9.67	12.41
124	 		2010.3	SOUTH	Night	Tukwila	Yes	Yes	Two-Zone	264,985	8,568	$238,407	$1,719,230	1,726,052	8,892,270	13,308	12,635	187,808	151,157	782,876	30.93	14%	201.45	0.19	19.91	0.68	20.97	58.8	9.19	11.42
124	 		2010.3	SOUTH	OffPeak	Tukwila	Yes	Yes	Two-Zone	430,446	8,804	$387,272	$1,487,645	2,693,129	7,728,218	11,945	11,824	140,475	135,624	680,722	48.89	26%	305.89	0.35	36.04	0.74	36.40	57.0	19.17	19.86
124	 		2010.3	SOUTH	Peak	Tukwila	Yes	Yes	Two-Zone	329,177	6,804	$432,801	$1,191,354	1,804,049	6,064,747	8,415	8,963	116,124	96,668	527,850	48.38	36%	265.14	0.30	39.12	0.76	36.73	62.7	15.54	18.66
125	 		2010.3	SOUTH	Night	Shorewood	No	Yes	Two-Zone	34,418	1,132	$31,723	$240,907	220,814	924,916	2,294	1,782	35,295	23,318	90,993	30.42	13%	195.14	0.24	15.00	0.63	19.31	39.7	6.26	9.47
125	 		2010.3	SOUTH	OffPeak	Shorewood	No	Yes	Two-Zone	263,382	5,764	$242,759	$1,037,938	1,485,890	4,747,774	11,510	8,273	128,142	117,379	465,570	45.69	23%	257.78	0.31	22.88	0.70	31.84	40.4	11.60	12.66
125	 		2010.3	SOUTH	Peak	Shorewood	No	Yes	Two-Zone	42,908	778	$64,701	$150,043	188,828	583,713	1,530	1,160	19,961	15,637	57,120	55.17	43%	242.79	0.32	28.04	0.67	36.98	37.3	9.46	12.08
125	 	NT	2010.3	SOUTH	Night	Shorewood	No	Yes	Two-Zone	40,120	1,465	$36,978	$212,381	271,592	1,173,543	2,321	1,555	31,765	30,150	90,342	27.39	17%	185.44	0.23	17.29	0.94	25.80	38.9	8.55	9.01
125	 	TB	2010.3	SOUTH	Night	White Center	No	Yes	Two-Zone	46,210	1,924	$42,591	$401,107	197,259	1,472,378	4,114	3,416	39,579	37,322	162,333	24.02	11%	102.55	0.13	11.23	0.56	13.53	39.5	4.98	5.29
125	 	TB	2010.3	SOUTH	Peak	White Center	No	Yes	Two-Zone	227,978	4,234	$343,768	$741,669	1,203,650	3,042,586	8,136	5,889	85,543	73,782	335,959	53.85	46%	284.31	0.40	28.02	0.72	38.72	41.3	14.07	16.31
128	 		2010.3	WEST	Night	West Seattle	No	Yes	Two-Zone	174,373	6,487	$155,105	$1,040,710	855,633	4,617,369	5,979	8,264	129,748	109,937	251,118	26.88	15%	131.90	0.19	29.16	0.79	21.10	42.0	6.59	7.78
128	 		2010.3	WEST	OffPeak	West Seattle	No	Yes	Two-Zone	485,643	10,135	$431,979	$1,415,421	2,226,489	6,355,368	8,356	11,699	157,941	151,318	350,952	47.92	31%	219.69	0.35	58.12	0.87	41.51	42.0	14.10	14.71
128	 		2010.3	WEST	Peak	West Seattle	No	Yes	Two-Zone	389,408	7,021	$385,436	$1,039,380	1,623,968	4,382,104	5,610	8,449	121,696	104,336	235,620	55.46	37%	231.30	0.37	69.41	0.83	46.09	42.0	13.34	15.56
128	 	TB	2010.3	WEST	OffPeak	West Seattle	No	Yes	Two-Zone	55,237	1,612	$49,134	$286,044	158,754	1,055,178	1,624	2,444	28,720	25,123	68,208	34.26	17%	98.46	0.15	34.01	0.66	22.60	42.0	5.53	6.32
129	 		2010.3	SOUTH	Peak	SeaTac	Yes	Yes	One-Zone	9,736	884	$8,371	$166,603	12,342	438,192	4,080	1,407	18,717	14,606	122,400	11.01	5%	13.96	0.03	2.39	0.63	6.92	30.0	0.66	0.84
131	 		2010.3	SOUTH	Night	Highline CC	Yes	Yes	Two-Zone	112,180	6,117	$101,052	$1,118,382	916,712	6,112,890	5,307	7,965	151,434	126,507	257,174	18.34	9%	149.85	0.15	21.14	0.77	14.08	48.5	6.05	7.25
131	 		2010.3	SOUTH	OffPeak	Highline CC	Yes	Yes	Two-Zone	181,876	6,415	$163,834	$1,021,916	1,324,383	5,732,998	4,935	7,837	122,318	118,727	237,718	28.35	16%	206.47	0.23	36.85	0.82	23.21	48.2	10.83	11.15
131	 		2010.3	SOUTH	Peak	Highline CC	Yes	Yes	Two-Zone	61,448	1,764	$81,842	$315,123	332,699	1,631,592	1,275	2,359	34,524	30,230	68,850	34.84	26%	188.63	0.20	48.19	0.75	26.05	54.0	9.64	11.01
131	 	TB	2010.3	SOUTH	Peak	Burien	Yes	Yes	Two-Zone	74,997	2,563	$88,756	$474,821	548,531	1,946,989	2,550	3,506	59,017	39,446	126,225	29.26	19%	214.04	0.28	29.41	0.73	21.39	49.5	9.29	13.91
132	 		2010.3	SOUTH	Night	Highline CC	Yes	Yes	Two-Zone	131,508	6,326	$118,634	$1,164,485	983,891	5,808,563	5,348	8,610	150,598	124,197	249,854	20.79	10%	155.52	0.17	24.59	0.73	15.27	46.7	6.53	7.92
132	 		2010.3	SOUTH	OffPeak	Highline CC	Yes	Yes	Two-Zone	208,540	6,390	$188,124	$1,004,951	1,450,951	5,364,634	4,877	7,687	120,777	113,025	231,574	32.63	19%	227.05	0.27	42.76	0.83	27.13	47.5	12.01	12.84
132	 		2010.3	SOUTH	Peak	Highline CC	Yes	Yes	Two-Zone	108,019	2,873	$149,260	$472,526	610,674	2,384,714	2,040	3,511	56,638	47,509	102,510	37.60	32%	212.56	0.26	52.95	0.82	30.77	50.3	10.78	12.85
132	 	TB	2010.3	SOUTH	OffPeak	Burien	Yes	Yes	Two-Zone	50,616	1,526	$45,660	$295,965	357,910	1,271,271	1,802	2,161	37,011	25,014	91,873	33.17	15%	234.56	0.28	28.09	0.71	23.43	51.0	9.67	14.31
132	 	TB	2010.3	SOUTH	Peak	Burien	Yes	Yes	Two-Zone	117,650	3,400	$162,569	$617,959	718,845	2,353,403	3,570	4,811	70,959	49,261	170,595	34.60	26%	211.42	0.31	32.96	0.71	24.45	47.8	10.13	14.59
133	 		2010.3	SOUTH	Peak	Burien TC	Yes	Yes	Two-Zone	54,943	1,886	$73,476	$458,022	582,137	1,739,772	1,964	3,226	60,175	34,753	98,320	29.14	16%	308.70	0.33	27.98	0.58	17.03	50.1	9.67	16.75
134	 		2010.3	SOUTH	OffPeak	Burien TC	Yes	Yes	Two-Zone	13,763	971	$12,261	$212,022	90,074	698,289	1,004	1,653	23,944	15,426	45,993	14.18	6%	92.78	0.13	13.71	0.59	8.33	45.8	3.76	5.84
134	 		2010.3	SOUTH	Peak	Burien TC	Yes	Yes	Two-Zone	31,741	1,514	$53,397	$301,402	243,445	922,006	1,514	2,436	35,869	23,238	60,074	20.97	18%	160.84	0.26	20.96	0.62	13.03	39.7	6.79	10.48
139	 		2010.3	SOUTH	Night	Gregory Heights	Yes	No	One-Zone	16,902	927	$10,455	$178,351	27,018	401,131	5,568	1,571	17,242	13,371	167,040	18.23	6%	29.15	0.07	3.04	0.59	10.76	30.0	1.57	2.02
139	 		2010.3	SOUTH	OffPeak	Gregory Heights	Yes	No	One-Zone	50,035	1,631	$30,952	$294,657	89,263	720,238	10,015	2,683	24,681	24,008	300,450	30.67	11%	54.72	0.12	5.00	0.61	18.65	30.0	3.62	3.72
139	 		2010.3	SOUTH	Peak	Gregory Heights	Yes	No	One-Zone	34,826	1,033	$23,368	$170,585	60,205	426,105	5,865	1,556	14,204	14,204	175,950	33.72	14%	58.30	0.14	5.94	0.66	22.39	30.0	4.24	4.24
140	 		2010.3	SOUTH	Night	Burien	Yes	Yes	One-Zone	194,370	4,597	$142,279	$874,371	824,480	3,088,430	7,182	7,400	90,599	73,534	301,644	42.28	16%	179.36	0.27	27.06	0.62	26.27	42.0	9.10	11.21
140	 		2010.3	SOUTH	OffPeak	Burien	Yes	Yes	One-Zone	532,678	11,597	$389,920	$1,868,341	2,310,195	7,222,144	16,750	16,203	177,878	171,956	703,500	45.93	21%	199.21	0.32	31.80	0.72	32.88	42.0	12.99	13.43
140	 		2010.3	SOUTH	Peak	Burien	Yes	Yes	One-Zone	347,267	8,855	$215,062	$1,409,346	1,494,660	5,187,537	11,929	12,009	142,779	123,513	501,018	39.22	15%	168.80	0.29	29.11	0.74	28.92	42.0	10.47	12.10
143	 	EX	2010.3	SOUTH	Peak	Black Diamond	Yes	Yes	Two-Zone	120,208	3,603	$296,265	$1,106,172	1,609,855	5,005,310	2,502	6,464	161,778	80,227	156,112	33.36	27%	446.78	0.32	48.04	0.56	18.60	62.4	9.95	20.07
148	 		2010.3	SOUTH	Night	Fairwood	Yes	Yes	One-Zone	41,020	1,658	$30,125	$274,045	170,783	767,683	3,324	2,257	33,233	25,589	99,720	24.74	11%	102.99	0.22	12.34	0.73	18.17	30.0	5.14	6.67
148	 		2010.3	SOUTH	OffPeak	Fairwood	Yes	Yes	One-Zone	129,347	4,134	$94,993	$602,826	572,565	1,848,651	8,007	5,168	64,351	61,622	240,210	31.29	16%	138.50	0.31	16.15	0.80	25.03	30.0	8.90	9.29
148	 		2010.3	SOUTH	Peak	Fairwood	Yes	Yes	One-Zone	91,369	3,115	$55,534	$423,884	352,231	1,294,686	5,610	3,617	46,002	43,156	168,300	29.33	13%	113.07	0.27	16.29	0.86	25.26	30.0	7.66	8.16
149	 		2010.3	SOUTH	OffPeak	Black Diamond	No	No	One-Zone	19,109	2,337	$14,867	$498,168	137,956	3,006,938	2,518	3,582	74,131	69,115	111,366	8.18	3%	59.04	0.05	7.59	0.65	5.34	44.2	1.86	2.00
149	 		2010.3	SOUTH	Peak	Black Diamond	No	No	One-Zone	9,180	1,241	$6,223	$258,309	125,868	1,522,855	1,275	1,730	45,145	36,258	53,550	7.40	2%	101.42	0.08	7.20	0.72	5.31	42.0	2.79	3.47
150	 	TB	2010.3	SOUTH	Night	Kent	Yes	Yes	Two-Zone	371,947	10,658	$337,319	$2,108,009	3,720,457	12,772,566	11,324	14,620	261,821	228,082	634,144	34.90	16%	349.08	0.29	32.85	0.73	25.44	56.0	14.21	16.31
150	 	TB	2010.3	SOUTH	OffPeak	Kent	Yes	Yes	Two-Zone	913,185	21,361	$828,168	$3,875,330	7,059,111	23,237,474	20,562	28,081	444,014	414,955	1,151,472	42.75	21%	330.47	0.30	44.41	0.76	32.52	56.0	15.90	17.01
150	 	TB	2010.3	SOUTH	Peak	Kent	Yes	Yes	Two-Zone	488,133	12,537	$663,421	$2,363,467	4,583,065	12,671,448	11,204	16,867	278,810	226,276	627,424	38.93	28%	365.55	0.36	43.57	0.74	28.94	56.0	16.44	20.25
152	 		2010.3	SOUTH	Peak	Auburn	Yes	No	Two-Zone	65,409	2,869	$146,850	$797,041	1,116,786	3,186,671	2,717	5,368	126,820	72,902	119,054	22.80	18%	389.22	0.35	24.07	0.53	12.18	43.8	8.81	15.32
153	 		2010.3	SOUTH	OffPeak	Kent	Yes	Yes	One-Zone	67,510	2,206	$44,104	$345,646	241,740	1,004,292	4,080	2,924	38,597	33,476	122,400	30.61	13%	109.60	0.24	16.55	0.75	23.09	30.0	6.26	7.22
153	 		2010.3	SOUTH	Peak	Kent	Yes	Yes	One-Zone	102,091	2,957	$84,745	$508,267	340,084	1,389,613	5,331	4,225	59,379	43,809	169,014	34.53	17%	115.02	0.24	19.15	0.70	24.17	31.7	5.73	7.76
154	 		2010.3	SOUTH	Peak	Tukwila Station	Yes	Yes	Two-Zone	26,586	1,012	$34,295	$265,816	128,494	667,049	2,040	2,091	35,527	19,360	70,380	26.28	13%	127.03	0.19	13.03	0.48	12.71	34.5	3.62	6.64
155	 		2010.3	SOUTH	OffPeak	Fairwood	No	Yes	One-Zone	80,792	3,444	$71,768	$593,837	344,410	1,998,444	4,917	5,106	59,180	50,675	193,410	23.46	12%	100.01	0.17	16.43	0.67	15.82	39.3	5.82	6.80
155	 		2010.3	SOUTH	Peak	Fairwood	No	Yes	One-Zone	52,458	2,206	$56,864	$355,486	195,508	1,294,196	3,060	3,060	34,764	30,814	128,520	23.78	16%	88.64	0.15	17.14	0.72	17.14	42.0	5.62	6.34
156	 		2010.3	SOUTH	Peak	SeaTac	Yes	Yes	One-Zone	30,536	1,360	$21,324	$223,075	117,912	744,192	3,060	1,947	21,221	19,584	116,280	22.45	10%	86.70	0.16	9.98	0.70	15.69	38.0	5.56	6.02
156	 	SH	2010.3	SOUTH	Night	SeaTac	Yes	Yes	One-Zone	28,400	1,546	$20,602	$330,279	85,666	870,793	4,450	2,869	32,027	22,815	170,220	18.37	6%	55.42	0.10	6.38	0.54	9.90	38.3	2.67	3.75
156	 	SH	2010.3	SOUTH	OffPeak	SeaTac	Yes	Yes	One-Zone	106,339	3,136	$77,138	$496,845	335,666	1,710,162	8,760	4,401	44,582	44,582	336,240	33.91	16%	107.04	0.20	12.14	0.71	24.16	38.4	7.53	7.53
156	 	SH	2010.3	SOUTH	Peak	SeaTac	Yes	Yes	One-Zone	39,630	1,084	$27,460	$216,294	95,013	640,733	3,060	1,819	23,042	15,621	125,460	36.57	13%	87.67	0.15	12.95	0.60	21.79	41.0	4.12	6.08
157	 		2010.3	SOUTH	Peak	Lake Meridian P&R	No	Yes	Two-Zone	43,440	2,046	$97,098	$547,475	681,226	1,949,690	1,729	3,759	91,963	46,421	72,618	21.23	18%	332.96	0.35	25.12	0.54	11.56	42.0	7.41	14.67
158	 		2010.3	SOUTH	Peak	Lake Meridian P&R	Yes	Yes	Two-Zone	136,952	3,893	$277,180	$1,069,532	2,019,127	5,282,605	2,765	6,581	150,115	86,278	169,374	35.18	26%	518.68	0.38	49.53	0.59	20.81	61.3	13.45	23.40
159	 		2010.3	SOUTH	Peak	Timberlane	Yes	Yes	Two-Zone	108,115	3,511	$213,959	$954,425	1,387,272	4,536,972	2,263	5,887	134,095	74,812	137,246	30.79	22%	395.08	0.31	47.77	0.60	18.37	60.6	10.35	18.54
161	 		2010.3	SOUTH	Peak	Kent	Yes	Yes	Two-Zone	85,757	3,310	$183,812	$782,997	1,047,403	2,600,762	2,470	5,607	122,203	61,923	103,740	25.91	23%	316.46	0.40	34.72	0.59	15.29	42.0	8.57	16.91
162	 		2010.3	SOUTH	Peak	Kent	Yes	Yes	Two-Zone	39,695	1,198	$92,278	$443,233	605,051	2,054,408	1,482	2,540	65,043	32,100	94,848	33.14	21%	505.08	0.29	26.78	0.47	15.63	64.0	9.30	18.85
164	 		2010.3	SOUTH	Night	Kent	Yes	Yes	One-Zone	72,693	1,729	$58,423	$350,656	274,161	1,285,974	3,731	2,706	47,711	32,769	146,274	42.04	17%	158.55	0.21	19.48	0.64	26.87	39.2	5.75	8.37
